 no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
4,2,1,33,117,3,14,77,1,123,27,2
2,1,2,40,99,6,107,59,45,117,25,2
0,2,1,90,346,1,402,169,160,238,98,1
2,1,2,41,95,0,199,44,45,123,51,2
1,1,1,73,196,4,369,18,88,178,73,1
5,2,1,52,185,9,26,97,101,145,32,2
3,2,2,53,159,8,478,47,107,150,61,1
2,2,1,19,42,0,487,48,28,57,21,1
0,1,2,35,120,7,531,80,22,109,24,1
0,1,2,86,326,8,276,13,87,323,56,1
5,2,2,56,225,5,300,160,11,204,57,1
4,1,2,77,303,0,269,76,34,198,74,1
1,2,1,29,60,9,567,19,61,63,40,1
0,2,2,39,142,5,141,99,3,154,39,2
2,2,1,96,324,0,4,47,186,242,86,1
5,2,2,31,81,8,220,5,63,107,40,2
0,1,2,18,59,6,313,1,18,51,13,1
2,2,1,4,8,3,585,7,0,9,3,1
4,2,1,34,92,0,541,49,44,132,21,1
2,2,2,73,288,9,515,124,95,250,91,1
5,1,1,0,1,8,522,2,3,3,3,1
4,2,2,97,288,8,472,240,187,265,117,1
5,1,1,59,222,2,476,176,99,135,48,1
4,2,1,33,100,4,37,90,56,102,45,2
0,2,1,76,187,5,33,154,149,303,96,2
3,2,1,85,290,1,12,90,28,297,49,1
3,1,1,16,48,3,490,1,0,34,20,1
2,1,2,78,316,7,506,199,18,229,54,1
5,2,1,73,167,3,0,78,83,186,67,2
5,1,1,35,117,5,305,49,18,129,31,1
2,1,1,14,44,5,282,15,13,49,10,1
5,1,2,11,24,2,307,8,15,44,16,1
5,1,1,22,79,4,409,21,37,85,28,1
4,1,1,39,113,6,554,5,69,124,57,1
2,2,1,71,149,9,476,147,96,261,41,1
1,1,1,78,243,5,349,108,16,215,92,1
3,2,2,77,277,1,94,228,132,179,39,1
4,2,2,70,186,7,71,66,141,186,49,2
3,2,2,60,129,6,407,172,89,228,42,1
2,2,1,55,178,9,191,68,1,174,39,2
0,1,1,56,138,7,270,82,42,161,37,1
1,2,2,7,32,8,95,25,8,27,13,2
0,2,1,20,72,4,197,23,21,54,18,2
3,2,1,16,50,6,140,20,1,34,10,2
0,2,1,6,21,7,525,7,0,28,11,1
2,1,1,74,178,6,20,147,26,278,85,2
2,1,1,39,132,1,546,89,78,111,24,1
3,1,1,44,106,5,556,135,51,91,33,1
3,1,2,21,65,4,118,28,27,60,14,2
0,2,1,78,208,2,6,161,118,279,87,2
2,2,1,36,142,7,267,24,26,102,30,1
2,2,1,93,363,2,193,240,138,318,62,2
2,1,2,91,209,0,209,28,26,354,66,2
4,1,2,45,167,1,64,29,46,185,62,1
5,2,2,58,237,9,339,3,73,148,66,1
2,1,1,53,214,0,9,118,10,213,76,1
0,2,1,44,145,2,133,121,46,108,67,2
5,2,2,97,333,9,280,70,108,368,145,1
4,2,1,2,8,2,344,10,3,13,4,1
1,2,1,76,219,4,463,112,14,267,49,1
0,1,1,27,105,9,394,64,2,103,21,1
3,2,2,3,9,2,457,13,1,9,6,1
0,2,2,23,66,5,171,71,40,49,15,2
5,2,2,88,349,0,137,184,177,180,104,1
4,2,1,50,111,4,106,147,20,127,44,2
5,2,2,58,194,9,76,147,107,168,55,2
1,1,2,49,135,6,50,62,22,123,36,2
5,2,1,78,222,9,484,76,73,257,108,1
4,1,1,90,251,6,465,212,66,248,56,1
4,2,2,96,319,8,293,95,4,337,142,1
3,1,1,74,297,4,44,190,137,273,111,2
1,1,2,49,115,5,14,147,76,121,49,2
4,1,1,13,30,7,82,2,24,29,11,2
2,2,1,60,162,1,210,141,47,179,63,2
2,1,1,61,243,3,164,77,22,127,69,2
1,1,1,53,146,0,103,74,89,194,41,2
3,2,2,79,301,5,306,9,11,316,116,1
1,1,2,61,217,9,346,95,79,132,55,1
1,1,2,9,33,9,195,16,11,28,5,2
3,2,1,70,213,0,326,106,16,266,37,1
1,2,1,28,57,7,218,38,17,113,39,2
5,1,2,25,73,3,446,9,22,69,34,1
0,2,2,48,160,5,437,26,34,115,44,1
0,2,2,82,220,6,71,83,37,220,91,2
1,1,2,75,270,3,209,101,22,199,108,2
1,1,2,45,137,0,111,46,51,103,37,2
2,2,2,41,115,9,401,116,46,139,33,1
5,2,2,23,85,4,469,37,16,79,27,1
5,2,1,42,122,2,440,82,23,96,54,1
5,2,2,55,113,1,592,102,61,195,74,1
2,2,2,51,128,6,117,49,62,179,68,2
5,1,2,44,141,2,485,65,63,144,62,1
3,2,2,2,8,7,204,2,4,5,4,2
0,2,2,19,56,6,102,44,0,45,10,2
2,1,1,10,32,7,240,31,18,32,8,2
2,1,1,78,281,4,307,114,38,287,116,1
1,1,1,48,191,4,110,116,62,114,45,2
0,2,2,83,169,5,324,65,84,183,51,1
4,1,2,44,163,7,505,48,80,112,28,1
2,1,2,44,158,8,409,71,90,135,54,1
2,2,1,83,306,6,211,233,44,216,55,2
1,1,1,76,248,8,466,69,72,163,102,1
3,2,1,12,35,7,151,31,13,40,13,2
1,2,1,35,99,1,147,3,20,142,32,2
3,2,1,8,22,8,463,4,11,18,14,1
5,2,2,7,28,9,534,10,9,18,13,1
2,1,2,54,192,3,129,61,22,208,72,2
4,2,2,30,103,7,393,78,49,101,18,1
1,1,2,27,108,9,178,42,29,82,30,2
2,1,1,1,5,4,452,6,3,7,4,1
0,1,1,22,56,6,19,20,42,92,33,2
3,1,2,48,173,3,3,63,96,125,69,2
3,2,1,48,164,9,120,11,50,184,69,2
2,2,1,0,3,3,252,4,2,4,2,1
3,2,1,58,157,5,306,26,116,190,78,1
2,2,2,54,134,0,258,75,93,118,67,1
1,2,2,43,121,2,204,120,32,128,22,2
4,2,1,60,180,1,600,169,34,150,64,1
4,2,1,96,235,3,334,128,93,369,61,1
5,1,1,37,87,3,40,49,68,87,52,2
3,2,1,81,206,1,315,44,2,187,96,1
2,1,1,47,119,8,53,70,2,141,36,2
4,1,1,67,160,3,306,58,9,234,36,1
2,2,2,43,142,8,198,79,2,132,48,2
4,2,2,73,216,0,285,68,122,272,81,1
1,2,1,21,61,3,278,36,18,67,30,1
1,1,2,72,152,0,393,30,128,215,93,1
4,1,2,46,140,2,495,59,0,108,26,1
1,1,2,24,96,2,294,29,43,64,25,1
3,2,1,25,103,3,540,5,30,87,19,1
3,2,2,35,106,7,1,78,23,93,34,2
4,1,1,24,91,8,181,27,44,83,24,2
5,2,1,86,228,7,231,208,26,218,80,2
2,2,2,73,151,3,32,83,31,234,54,2
0,1,2,45,182,1,216,10,84,101,61,1
2,2,2,69,263,2,427,165,98,208,79,1
3,2,1,53,190,4,44,144,13,121,66,2
2,1,2,93,312,5,350,176,166,219,114,1
3,1,1,40,151,3,62,99,53,152,56,2
5,1,1,67,183,8,7,35,48,250,42,2
5,1,2,97,243,0,230,241,128,201,129,2
5,1,2,65,174,2,182,32,104,182,57,2
0,2,1,91,219,6,401,6,101,355,57,1
2,1,2,54,169,7,286,137,21,140,43,1
0,1,1,79,173,7,84,152,133,314,102,2
4,2,2,58,177,8,582,67,25,119,75,1
5,2,1,40,109,0,458,53,65,93,38,1
5,1,2,14,37,8,229,3,12,50,20,2
3,1,1,6,12,0,289,15,11,15,4,1
1,1,2,3,10,2,370,10,5,11,7,1
5,2,1,41,138,5,232,126,57,117,46,2
0,2,2,38,122,8,568,110,8,141,23,1
2,2,2,27,70,0,476,83,30,82,34,1
5,1,1,21,88,7,344,40,26,63,31,1
0,1,1,16,57,5,358,29,23,42,24,1
1,1,1,85,336,4,466,163,7,192,90,1
3,2,2,76,208,5,417,12,107,196,62,1
2,1,2,30,60,4,39,3,49,70,27,2
0,2,2,14,42,8,163,1,20,38,18,2
4,2,2,22,70,1,240,25,3,75,22,1
1,1,2,16,56,7,504,8,25,47,10,1
1,1,2,73,157,4,241,163,45,221,51,2
4,2,1,65,181,4,71,19,14,154,44,2
5,1,2,56,134,2,69,105,27,118,30,2
0,2,2,3,15,0,351,7,0,14,2,1
0,1,1,92,304,4,177,174,9,272,62,2
4,2,2,14,59,8,254,32,8,52,11,1
0,1,1,91,247,6,62,149,161,320,110,2
5,1,2,35,137,0,169,38,6,77,28,1
3,2,2,7,16,5,247,24,4,27,4,2
4,2,2,3,10,2,509,2,3,6,5,1
1,1,1,76,159,0,35,49,79,284,64,2
5,2,1,51,134,8,408,76,9,189,59,1
0,1,2,1,4,7,479,2,0,7,4,1
0,1,1,48,196,2,448,83,85,110,30,1
0,1,2,77,283,8,241,4,39,220,67,2
4,1,2,51,155,0,227,38,52,194,39,2
0,2,1,53,150,1,559,46,95,211,29,1
0,1,2,13,53,8,304,20,24,41,18,1
5,1,2,64,198,8,48,69,25,222,72,2
4,1,1,60,159,9,434,88,40,143,44,1
3,1,2,61,167,7,88,117,21,158,32,2
0,1,1,36,78,9,531,65,17,74,20,1
2,1,1,48,156,7,399,88,59,178,72,1
0,2,2,43,168,3,3,74,82,171,42,2
4,2,2,8,35,0,311,17,18,22,6,1
2,1,2,15,34,9,258,41,14,47,25,1
4,1,1,10,45,0,452,28,9,27,6,1
5,2,1,83,255,6,486,139,110,321,113,1
0,1,2,84,287,8,181,212,26,274,54,2
2,1,2,2,10,7,207,2,2,12,3,2
4,1,2,85,195,6,415,135,134,317,85,1
0,2,2,16,54,9,92,38,24,32,14,2
0,1,1,45,174,7,587,13,49,129,67,1
0,2,2,71,213,0,179,179,123,156,75,2
2,1,2,82,318,9,28,163,46,192,80,2
2,1,1,46,126,3,440,93,9,107,37,1
2,1,2,90,339,0,156,122,113,255,57,1
1,2,2,60,208,4,167,156,105,232,53,2
0,2,1,23,64,7,269,45,34,59,13,1
3,2,1,78,241,6,99,191,54,203,116,2
1,2,2,44,149,1,293,138,38,114,39,1
3,2,1,47,124,3,109,20,25,190,47,2
4,2,2,93,210,8,53,229,23,211,111,2
5,1,1,43,113,9,6,48,19,116,57,2
2,1,1,57,139,5,199,92,116,199,44,2
4,1,2,40,143,2,24,63,59,114,30,2
2,2,1,31,110,2,347,51,60,125,44,1
2,1,1,47,123,0,467,11,74,127,38,1
4,2,2,51,104,5,521,154,102,173,26,1
4,2,2,70,174,2,38,99,93,275,72,2
0,1,2,82,240,1,485,119,101,263,85,1
3,1,2,36,115,1,394,0,5,80,51,1
0,2,2,97,220,9,313,273,89,233,49,1
4,1,1,27,80,4,18,87,41,106,21,2
3,2,1,58,184,8,483,28,85,200,88,1
2,2,2,15,50,9,461,25,5,34,12,1
4,1,1,51,117,4,29,153,93,170,61,2
5,2,1,73,147,6,361,121,58,296,44,1
4,2,2,2,6,8,39,7,2,5,2,2
1,1,1,81,174,4,373,236,53,284,42,1
3,1,2,43,166,8,448,85,72,148,66,1
3,1,2,44,97,1,402,68,15,158,45,1
4,2,2,45,100,5,410,75,77,166,66,1
0,1,1,7,32,2,31,24,14,32,11,2
1,2,2,22,73,5,72,57,44,63,14,2
0,2,1,37,93,4,483,99,21,106,39,1
0,1,2,81,311,8,258,133,29,256,63,1
4,1,1,45,127,2,252,56,83,116,24,1
4,2,2,37,103,9,244,41,31,106,49,2
2,2,2,2,7,2,125,8,3,5,2,2
2,2,1,15,48,8,21,20,28,48,15,2
2,1,1,59,152,3,458,89,40,130,72,1
5,1,1,71,193,4,73,104,47,192,106,2
3,2,1,1,2,2,576,3,1,8,3,1
2,2,2,41,142,4,294,114,7,137,53,1
3,2,2,68,181,8,537,28,79,151,57,1
0,2,1,47,162,1,300,111,22,117,65,1
4,1,2,60,121,9,247,142,108,169,80,2
1,2,2,39,155,5,131,97,73,149,57,2
0,2,1,71,223,5,551,33,34,245,53,1
4,2,1,90,278,5,460,232,97,220,128,1
0,2,2,6,21,0,416,7,12,28,4,1
4,2,2,27,109,4,444,66,40,70,16,1
3,2,2,79,213,1,440,224,37,166,99,1
0,1,2,91,200,6,459,265,116,262,109,1
4,1,1,90,291,6,217,49,0,332,101,2
3,2,1,29,60,8,595,23,34,102,42,1
3,2,1,68,151,9,15,199,76,161,59,2
4,2,2,37,85,6,227,46,49,146,31,2
3,1,2,53,195,6,553,73,30,152,31,1
0,1,2,64,134,9,447,36,24,236,60,1
2,2,2,97,313,7,592,42,174,311,126,1
4,1,1,64,202,3,556,188,54,148,94,1
3,1,2,84,233,1,24,138,38,282,43,2
5,1,2,77,283,5,512,121,144,297,117,1
5,1,1,66,223,0,504,35,125,179,99,1
4,1,2,5,15,3,574,16,10,10,3,1
2,2,1,36,97,5,216,24,42,139,51,2
5,1,1,67,180,1,102,126,131,229,61,2
1,1,1,35,121,5,30,34,10,101,28,2
1,1,2,77,237,5,567,205,100,304,94,1
4,1,1,86,339,7,544,187,110,204,107,1
5,2,1,31,75,3,10,30,39,80,42,2
4,2,2,56,139,9,235,102,40,208,34,2
1,1,1,72,292,7,23,100,44,291,81,2
1,1,2,80,253,1,386,20,59,170,44,1
0,2,1,31,93,3,165,61,7,94,20,2
4,1,1,51,104,5,247,10,102,113,57,2
1,2,2,55,188,5,349,94,102,161,45,1
2,2,2,88,307,6,370,213,54,308,128,1
3,1,2,57,141,4,108,24,51,227,37,2
2,2,2,52,116,2,3,150,92,151,69,2
0,1,2,96,345,6,197,30,22,235,96,2
4,1,1,96,338,6,440,65,169,268,51,1
4,2,1,36,79,1,9,109,39,99,33,2
0,2,2,93,241,6,469,144,24,305,141,1
3,1,1,23,68,2,120,38,33,84,30,2
1,1,2,17,57,9,240,11,14,40,13,2
5,1,1,42,103,9,506,97,36,105,25,1
4,1,1,12,26,2,423,38,0,44,16,1
5,2,1,30,115,7,265,81,27,89,18,1
1,1,1,29,89,7,74,24,35,68,35,2
4,1,2,43,96,4,209,111,31,119,27,2
3,2,1,91,232,7,428,35,99,270,98,1
2,1,2,67,179,9,96,156,43,226,54,2
0,2,1,37,83,0,367,43,66,132,20,1
5,2,2,30,71,5,283,94,55,103,36,1
1,2,1,54,208,4,159,97,14,136,81,2
4,2,1,35,116,8,335,61,64,109,47,1
3,2,2,82,269,5,304,214,88,234,47,1
0,2,1,40,86,6,496,30,16,130,48,1
4,1,2,36,82,4,116,62,48,146,41,2
3,1,2,30,79,3,11,49,56,104,16,2
1,1,2,95,336,4,533,245,162,280,66,1
1,2,1,41,91,2,243,74,52,145,42,2
5,1,1,79,200,8,451,16,79,314,74,1
5,2,1,92,229,6,585,169,12,346,47,1
4,2,1,79,191,2,46,78,93,290,45,2
4,1,2,63,142,1,288,103,95,225,64,1
2,1,2,92,228,1,188,201,35,283,109,2
1,2,1,24,63,9,465,21,2,49,13,1
3,2,1,78,253,2,37,88,5,186,98,2
1,1,2,45,90,3,215,10,47,143,57,2
2,1,1,74,220,5,255,21,138,174,71,1
1,1,1,66,269,0,402,46,24,268,63,1
2,2,1,64,167,0,157,1,18,230,67,2
2,1,2,80,269,4,125,114,49,290,45,2
1,1,1,42,120,2,283,24,79,169,66,1
1,2,2,81,289,2,577,137,99,312,95,1
0,1,2,90,360,6,222,105,53,221,131,2
5,2,1,25,84,9,387,26,12,87,13,1
0,1,2,59,233,9,556,33,52,174,64,1
4,2,1,89,327,3,243,157,144,192,112,2
5,2,1,74,151,6,276,23,28,242,47,1
2,2,2,70,167,4,556,181,127,155,60,1
0,1,1,24,79,3,422,35,42,68,32,1
4,1,1,63,199,5,353,186,14,235,64,1
5,1,2,87,352,7,180,172,113,249,49,2
2,1,1,52,140,6,177,102,7,108,55,2
0,1,2,1,2,0,585,2,4,4,2,1
0,2,2,82,193,8,230,170,36,239,123,2
3,1,2,81,169,3,570,47,88,180,100,1
4,2,2,15,53,3,95,27,8,32,24,2
2,2,2,13,39,7,471,25,8,54,11,1
1,2,1,0,2,0,279,5,1,2,1,1
1,1,1,8,34,6,498,20,2,35,14,1
3,2,1,86,248,3,173,172,6,241,124,2
0,1,1,8,29,3,4,5,6,34,7,2
0,2,1,84,227,6,378,188,164,226,120,1
5,1,1,22,86,0,445,17,20,89,21,1
1,1,2,22,86,3,535,24,12,52,11,1
5,2,1,58,118,9,548,139,48,177,36,1
5,2,2,74,160,8,572,51,19,204,50,1
3,2,2,78,198,4,308,98,155,258,52,1
0,1,1,52,192,7,458,26,27,180,60,1
0,2,1,12,34,1,541,30,10,43,10,1
0,2,1,6,23,0,318,3,12,17,5,1
4,1,1,1,8,1,157,7,1,8,4,1
0,1,2,39,141,1,544,27,60,96,42,1
2,2,2,13,35,1,476,28,0,50,14,1
1,2,2,44,136,3,220,133,64,95,22,2
1,1,1,31,72,5,348,64,17,84,16,1
4,2,1,77,311,4,354,165,152,251,50,1
0,2,2,79,262,9,42,58,56,234,58,2
5,2,2,7,25,7,508,21,9,28,8,1
1,1,1,47,149,4,129,57,73,141,33,2
3,1,1,59,178,6,238,118,42,159,75,2
3,2,2,43,161,2,233,18,56,119,39,2
2,1,1,27,70,3,94,77,26,74,40,2
1,2,2,77,290,0,471,176,128,201,40,1
5,1,1,39,98,1,492,44,61,83,49,1
5,2,1,75,152,3,107,65,91,260,46,2
0,2,2,54,190,8,244,64,28,196,64,2
5,1,2,88,177,8,209,245,52,197,61,2
4,2,1,62,181,7,20,177,36,136,83,2
4,1,2,67,144,0,196,120,70,152,40,2
3,2,2,89,271,8,352,85,73,314,68,1
2,1,1,9,34,0,506,27,8,26,5,1
4,2,2,15,42,5,521,32,19,46,15,1
5,1,1,90,285,9,318,143,108,336,106,1
2,2,1,81,203,5,429,224,90,311,84,1
5,2,1,48,103,2,539,126,86,195,35,1
3,1,2,20,61,0,18,14,21,40,15,2
2,1,2,43,93,7,104,18,60,167,27,2
5,2,1,39,87,2,281,66,15,110,34,1
1,2,2,26,65,8,296,79,4,70,15,1
1,2,2,64,204,1,115,128,119,174,39,1
3,2,1,30,69,2,428,48,20,77,46,1
0,2,2,61,130,0,366,88,40,139,49,1
2,1,2,45,174,6,375,58,72,128,65,1
0,1,2,39,151,7,4,30,52,159,31,2
5,1,1,69,152,1,174,76,90,221,94,2
4,1,1,47,99,8,70,109,22,134,66,2
4,1,2,54,200,9,296,51,109,124,79,1
4,1,2,32,80,0,267,57,19,99,27,1
3,2,2,43,158,7,371,105,36,121,58,1
2,1,2,1,5,8,519,3,3,6,4,1
5,2,1,74,227,4,529,31,73,173,73,1
5,1,2,3,9,5,154,14,5,7,3,2
0,1,1,57,149,7,99,152,32,119,65,2
0,1,2,69,204,4,484,95,114,276,86,1
2,2,1,83,266,2,238,213,164,212,46,2
0,1,1,62,166,7,459,162,71,149,31,1
2,1,2,69,211,5,399,114,134,223,48,1
5,2,2,16,51,6,47,38,13,46,17,2
3,2,1,64,249,9,298,131,36,204,86,1
4,1,1,86,268,0,106,163,62,258,58,1
2,2,2,46,155,9,560,17,33,131,51,1
5,1,1,42,162,4,506,35,44,109,28,1
0,2,2,18,66,0,148,27,38,68,16,1
2,1,2,66,223,9,93,21,22,200,82,2
5,2,1,64,157,5,511,131,50,144,50,1
2,1,2,31,76,9,529,48,21,129,26,1
3,2,2,72,231,7,400,193,30,204,89,1
0,2,1,43,121,8,419,103,2,89,31,1
1,2,1,93,302,5,130,54,80,305,105,2
1,1,2,6,27,1,38,9,10,23,4,1
2,1,2,38,127,1,395,64,69,151,43,1
2,2,2,68,254,8,74,34,137,146,45,2
3,1,2,33,82,8,309,73,0,124,25,1
3,1,1,95,356,2,331,35,55,282,75,1
0,2,2,32,105,2,139,53,14,113,19,2
1,1,1,44,132,9,537,56,77,116,25,1
4,1,2,36,101,4,533,75,25,138,42,1
4,2,1,40,93,9,563,74,9,88,34,1
2,1,2,23,84,1,384,0,6,94,26,1
0,2,1,68,243,2,242,64,26,242,47,2
1,2,2,51,112,3,453,100,42,141,30,1
0,2,2,62,139,0,212,16,92,228,35,2
3,2,2,32,78,5,85,61,40,104,40,2
4,2,2,65,185,0,449,156,79,196,86,1
1,2,1,44,98,1,318,22,1,126,43,1
4,1,1,7,22,1,283,13,8,15,11,1
0,1,2,49,196,8,355,44,0,168,71,1
0,2,1,68,206,9,80,118,108,208,62,2
3,1,1,39,144,2,379,66,37,102,56,1
2,1,2,44,145,2,110,129,68,158,58,2
2,1,1,34,112,3,290,16,52,106,30,1
5,1,2,57,135,6,97,124,6,201,30,2
2,1,2,4,18,7,125,9,5,20,3,2
0,1,2,47,161,0,83,33,35,147,58,1
5,1,1,62,236,2,106,147,124,251,43,2
2,1,2,68,195,4,263,39,94,225,80,1
3,1,1,65,131,6,482,49,40,255,96,1
1,2,1,6,19,1,552,9,2,19,10,1
5,2,2,74,275,0,453,184,122,166,80,1
5,1,1,30,73,1,189,50,29,103,19,2
2,2,1,47,135,0,286,99,14,96,70,1
3,2,2,70,205,7,260,21,107,208,36,1
3,1,2,54,203,2,187,64,97,199,41,2
4,1,1,71,180,3,134,100,29,265,67,2
4,2,2,31,67,9,204,82,32,70,25,2
2,1,1,90,250,1,527,258,159,190,110,1
3,2,1,79,230,9,357,157,29,278,62,1
5,1,2,64,211,4,147,127,111,199,64,2
0,1,1,40,133,1,534,87,34,117,31,1
2,1,2,56,214,3,54,125,23,119,68,2
2,1,1,54,207,8,583,98,16,206,60,1
0,2,1,34,96,5,341,103,24,88,27,1
1,1,1,75,166,2,321,226,79,271,102,1
0,1,1,76,230,4,287,125,93,272,97,1
3,2,2,55,151,7,124,47,30,161,56,2
5,1,2,61,202,6,215,43,36,180,91,2
5,2,1,21,44,8,292,16,39,59,28,1
4,1,1,94,196,2,19,32,165,278,66,2
1,2,1,8,36,7,60,25,3,18,6,2
5,1,1,70,268,5,235,84,128,278,48,2
2,2,1,36,111,7,366,90,24,77,38,1
4,2,1,91,243,7,119,181,0,264,51,2
2,2,1,70,216,5,340,0,114,143,38,1
0,1,2,74,194,5,245,43,52,292,73,2
4,1,2,43,150,4,543,132,69,105,22,1
1,2,1,97,306,9,259,121,61,376,121,1
0,2,1,5,17,8,350,4,13,25,5,1
0,1,2,33,120,7,179,97,60,76,47,2
1,1,1,1,7,6,24,1,1,8,1,2
5,2,1,52,164,0,54,11,45,190,52,1
4,2,1,26,81,4,221,15,12,88,37,2
5,2,1,47,156,3,205,124,49,146,61,2
4,2,2,4,14,5,136,4,0,14,7,2
0,1,2,28,78,2,383,32,49,99,32,1
0,1,2,16,55,8,48,29,7,64,10,2
4,1,1,49,154,2,567,112,83,189,36,1
5,1,2,12,38,6,580,37,18,25,21,1
2,1,1,65,252,4,373,111,86,248,50,1
3,2,2,41,123,8,182,93,9,129,61,2
3,1,1,76,193,1,467,181,105,202,77,1
3,2,2,52,155,8,460,127,23,161,72,1
0,2,2,3,16,0,557,11,5,15,3,1
1,1,2,84,264,4,435,118,91,204,112,1
3,1,2,23,90,1,510,27,33,91,37,1
4,2,2,28,69,0,380,9,34,93,17,1
5,2,1,68,266,1,589,14,42,221,74,1
1,2,1,2,12,7,388,4,3,9,2,1
5,2,2,50,134,7,231,88,45,154,29,2
3,1,2,31,108,0,360,65,37,120,45,1
1,2,1,22,85,8,114,36,22,68,25,2
4,1,1,56,155,6,228,63,1,211,87,2
4,2,1,92,197,5,517,36,16,341,80,1
2,2,2,59,150,0,499,71,55,175,53,1
1,1,1,73,211,9,355,130,103,278,81,1
2,2,2,39,159,2,246,35,31,148,37,2
3,2,2,83,305,6,445,110,82,191,72,1
0,1,2,41,166,3,584,65,54,117,37,1
5,2,2,91,217,1,522,209,100,239,121,1
4,2,2,58,184,0,323,43,40,188,57,1
1,2,1,51,186,7,61,3,50,116,55,2
5,2,1,72,159,0,478,170,27,191,92,1
1,2,1,9,35,3,479,6,18,37,16,1
1,1,1,64,204,1,294,48,2,261,89,1
3,1,2,80,280,0,230,150,105,199,121,1
3,2,2,31,90,5,24,53,26,72,20,2
4,1,1,23,87,4,94,67,20,70,30,2
3,1,1,31,101,5,516,71,63,115,49,1
5,2,2,8,20,7,123,17,7,26,14,2
5,1,1,60,125,0,239,56,98,220,48,2
1,1,2,68,207,9,254,169,66,143,56,1
2,1,1,68,187,2,223,53,93,255,95,2
1,2,1,51,117,4,552,4,104,186,50,1
0,2,1,16,34,0,205,39,24,42,14,2
0,1,1,21,76,4,130,66,28,78,19,2
2,1,2,38,89,7,484,32,6,127,49,1
1,2,2,87,237,2,80,165,74,274,75,2
3,1,2,78,183,9,265,16,86,222,94,1
4,1,1,77,266,6,146,179,73,162,82,2
5,1,1,65,199,3,106,69,49,150,71,2
4,2,2,22,57,2,412,68,22,57,12,1
4,2,2,84,223,6,429,3,162,202,119,1
1,2,1,51,143,9,208,112,28,167,46,2
0,1,2,72,246,9,348,71,79,230,62,1
0,2,1,85,184,4,46,12,18,304,82,2
5,1,2,80,182,1,94,96,57,271,111,2
0,2,1,35,94,5,201,26,66,89,46,2
5,2,1,90,358,0,355,30,12,319,87,1
4,2,2,59,206,1,362,102,70,230,41,1
2,1,1,86,305,9,520,7,48,256,126,1
5,2,2,90,186,4,221,83,145,231,69,2
3,1,2,70,276,5,173,211,88,275,87,2
1,1,2,4,9,4,261,9,3,11,6,1
5,1,2,78,228,9,161,59,24,290,72,2
4,1,1,67,135,7,415,21,61,206,82,1
0,2,1,41,153,8,140,62,13,97,47,2
3,2,1,83,246,8,449,96,12,314,101,1
4,2,2,84,171,0,487,117,106,181,106,1
3,1,2,61,136,8,448,177,88,214,86,1
3,2,1,56,133,5,21,17,33,220,34,2
3,1,1,8,20,4,3,10,4,22,10,2
0,2,1,15,51,3,382,24,10,36,21,1
2,2,2,30,83,8,338,10,49,83,35,1
0,1,1,73,163,6,140,172,145,238,103,2
1,2,1,18,63,4,573,14,2,60,24,1
3,2,2,89,194,9,137,63,137,234,128,2
4,1,1,82,194,3,496,179,92,199,77,1
4,1,2,69,269,7,524,24,80,221,39,1
2,2,2,0,5,2,38,1,0,1,1,2
0,2,1,48,146,5,275,128,15,120,66,1
0,2,1,43,166,3,473,63,68,137,60,1
2,2,1,49,194,0,433,0,45,126,62,1
3,1,1,39,103,6,175,54,43,136,45,2
1,2,2,70,147,4,377,106,39,242,41,1
3,2,2,76,174,2,103,126,37,244,100,2
3,1,1,73,250,5,467,132,108,191,96,1
3,1,1,62,207,0,513,39,109,202,44,1
4,1,2,68,254,9,297,199,135,272,101,1
4,2,1,88,308,3,596,71,44,231,130,1
2,2,1,42,136,2,510,132,42,147,52,1
2,2,2,7,17,6,37,17,0,18,6,2
1,1,2,96,266,8,492,159,141,249,119,1
4,2,2,4,13,2,484,3,1,16,5,1
5,1,1,95,298,5,134,196,178,207,69,2
2,1,1,82,323,4,84,139,16,213,70,2
1,1,2,81,246,4,342,115,154,213,58,1
4,1,2,77,296,3,14,220,46,257,81,2
1,2,2,84,256,0,306,37,149,324,122,1
5,2,1,65,173,6,543,127,2,192,56,1
0,1,2,25,71,4,478,68,8,53,28,1
0,2,2,64,253,3,418,126,122,214,90,1
1,1,1,69,205,9,137,96,73,244,88,2
5,1,1,1,4,4,286,0,4,7,1,1
2,1,2,20,67,2,477,61,4,41,33,1
1,1,1,85,314,5,225,78,102,300,61,2
4,1,2,70,228,5,332,46,85,191,44,1
0,2,2,18,45,9,37,13,22,52,17,2
4,1,1,84,276,3,158,224,18,337,117,2
2,1,1,21,51,3,64,45,5,67,20,2
2,2,1,94,295,7,199,274,63,315,74,2
2,1,1,17,62,7,587,20,12,42,17,1
1,1,2,19,60,7,582,39,22,74,29,1
1,2,1,37,84,3,517,9,25,104,21,1
5,2,1,0,0,4,404,5,1,5,2,1
1,2,1,17,42,5,442,12,20,41,12,1
0,2,1,30,113,1,93,47,3,77,31,1
0,2,2,9,40,8,528,7,8,26,9,1
5,1,1,78,212,5,479,26,151,295,104,1
4,1,1,59,214,2,560,139,9,138,56,1
5,1,2,30,103,0,132,65,37,109,37,1
4,1,1,88,301,9,232,210,74,302,130,2
0,2,1,10,29,0,378,15,10,31,9,1
3,1,2,77,267,2,301,177,78,273,115,1
